ParishCodeB;ParishCodeA;location_id
181706;181706;2770
181707;181707;2771
181709;181709;2772
181710;181710;2773
181711;181711;2774
181713;181713;2775
181714;181714;2776
181501;181501;2777
181502;181502;2778
181504;181504;2779
181505;181505;2780
181507;181507;2781
181509;181509;2782
181515;181515;2783
181516;181516;2784
181517;181517;2785
181511;181511;2786
181512;181512;2787
181602;181602;2788
181606;181606;2789
181607;181607;2790
181608;181608;2791
181609;181609;2792
181612;181612;2793
181615;181615;2794
181616;181616;2795
181620;181620;2796
181621;181621;2797
181622;181622;2798
181623;181623;2799
181617;181617;2800
181619;181619;2801
181901;181901;2802
181902;181902;2803
181904;181904;2804
181905;181905;2805
181906;181906;2806
181908;181908;2807
181913;181913;2808
181914;181914;2809
181918;181918;2810
181919;181919;2811
181920;181920;2812
181921;181921;2813
181917;181917;2814
182004;182004;2815
182005;182005;2816
182006;182006;2817
182011;182011;2818
182012;182012;2819
182013;182013;2820
182009;182009;2821
182102;182102;2822
182103;182103;2823
182105;182105;2824
182106;182106;2825
182107;182107;2826
182108;182108;2827
182109;182109;2828
182110;182110;2829
182111;182111;2830
182116;182116;2831
182118;182118;2832
182122;182122;2833
182127;182127;2834
182128;182128;2835
182129;182129;2836
182130;182130;2837
182131;182131;2838
182132;182132;2839
182133;182133;2840
182203;182203;2841
182204;182204;2842
182205;182205;2843
182208;182208;2844
182206;182206;2845
182301;182301;2846
182304;182304;2847
182305;182305;2848
182306;182306;2849
182307;182307;2850
182310;182310;2851
182337;182337;2852
182315;182315;2853
182316;182316;2854
182318;182318;2855
182319;182319;2856
182320;182320;2857
182321;182321;2858
182339;182339;2859
182322;182322;2860
182323;182323;2861
182325;182325;2862
182340;182340;2863
182327;182327;2864
182329;182329;2865
182317;182317;2866
182336;182336;2867
182335;182335;2868
182338;182338;2869
182341;182341;2870
182401;182401;2871
182403;182403;2872
182407;182407;2873
182409;182409;2874
182410;182410;2875
182413;182413;2876
182414;182414;2877
182415;182415;2878
182411;182411;2879
