District;Municipality;parish;DistrictCode;MunicipalityCode;parishCode_1
LISBOA          ;Lisboa                     ;AREEIRO                       ;11;1106;1599
LISBOA          ;Lisboa                     ;ARROIOS                       ;11;1106;1600
LISBOA          ;Lisboa                     ;AVENIDAS NOVAS                ;11;1106;1601
LISBOA          ;Lisboa                     ;BEATO                         ;11;1106;1602
LISBOA          ;Lisboa                     ;BELEM                         ;11;1106;1603
LISBOA          ;Lisboa                     ;BENFICA                       ;11;1106;1604
LISBOA          ;Lisboa                     ;CAMPO DE OURIQUE              ;11;1106;1605
LISBOA          ;Lisboa                     ;CAMPOLIDE                     ;11;1106;1606
LISBOA          ;Lisboa                     ;CARNIDE                       ;11;1106;1607
LISBOA          ;Lisboa                     ;ESTRELA                       ;11;1106;1608
LISBOA          ;Lisboa                     ;LUMIAR                        ;11;1106;1609
LISBOA          ;Lisboa                     ;MARVILA                       ;11;1106;1610
LISBOA          ;Lisboa                     ;MISERICORDIA                  ;11;1106;1611
LISBOA          ;Lisboa                     ;OLIVAIS                       ;11;1106;1612
LISBOA          ;Lisboa                     ;PARQUE DAS NACOES             ;11;1106;1613
LISBOA          ;Lisboa                     ;PENHA DE FRANCA               ;11;1106;1614
LISBOA          ;Lisboa                     ;SANTA CLARA                   ;11;1106;1615
LISBOA          ;Lisboa                     ;SANTA MARIA MAIOR             ;11;1106;1616
LISBOA          ;Lisboa                     ;SANTO ANTONIO                 ;11;1106;1617
LISBOA          ;Lisboa                     ;SAO DOMINGOS DE BENFICA       ;11;1106;1618
LISBOA          ;Lisboa                     ;SAO VICENTE                   ;11;1106;1619
LISBOA          ;Loures                     ;BUCELAS                       ;11;1107;1620
LISBOA          ;Loures                     ;FANHOES                       ;11;1107;1621
LISBOA          ;Loures                     ;LOURES                        ;11;1107;1622
LISBOA          ;Loures                     ;LOUSA                         ;11;1107;1623
LISBOA          ;Loures                     ;UF AZOIA S J TALHA E BOBADELA ;11;1107;1624
LISBOA          ;Loures                     ;UF CAMARATE UNHOS E APELACAO  ;11;1107;1625
LISBOA          ;Loures                     ;UF MOSCAVIDE E PORTELA        ;11;1107;1626
LISBOA          ;Loures                     ;UF S ANT CAVALEIROS E FRIELAS ;11;1107;1627
LISBOA          ;Loures                     ;UF SACAVEM E PRIOR VELHO      ;11;1107;1628
LISBOA          ;Loures                     ;UF SANTO ANTAO S JULIAO TOJAL ;11;1107;1629
LISBOA          ;Lourinhã                   ;MOITA DOS FERREIROS           ;11;1108;1630
LISBOA          ;Lourinhã                   ;REGUENGO GRANDE               ;11;1108;1631
LISBOA          ;Lourinhã                   ;RIBAMAR                       ;11;1108;1632
LISBOA          ;Lourinhã                   ;SANTA BARBARA                 ;11;1108;1633
LISBOA          ;Lourinhã                   ;UF LOURINHA E ATALAIA         ;11;1108;1634
LISBOA          ;Lourinhã                   ;UF MIRAGAIA E MARTELEIRA      ;11;1108;1635
LISBOA          ;Lourinhã                   ;UF S BARTOLOMEU GALEGOS MOLEDO;11;1108;1636
LISBOA          ;Lourinhã                   ;VIMEIRO                       ;11;1108;1637
LISBOA          ;Mafra                      ;CARVOEIRA                     ;11;1109;1638
LISBOA          ;Mafra                      ;ENCARNACAO                    ;11;1109;1639
LISBOA          ;Mafra                      ;ERICEIRA                      ;11;1109;1640
LISBOA          ;Mafra                      ;MAFRA                         ;11;1109;1641
LISBOA          ;Mafra                      ;MILHARADO                     ;11;1109;1642
LISBOA          ;Mafra                      ;SANTO ISIDORO                 ;11;1109;1643
LISBOA          ;Mafra                      ;UF AZUEIRA SOBRAL ABELHEIRA   ;11;1109;1644
LISBOA          ;Mafra                      ;UF ENXARA BISPO GRADIL ROSARIO;11;1109;1645
LISBOA          ;Mafra                      ;UF IGREJA NOVA E CHELEIROS    ;11;1109;1646
LISBOA          ;Mafra                      ;UF MALVEIRA S MIGUEL ALCAINCA ;11;1109;1647
LISBOA          ;Mafra                      ;UF V PINHEIRO S ESTEVAO GALES ;11;1109;1648
LISBOA          ;Odivelas                   ;ODIVELAS                      ;11;1116;1649
LISBOA          ;Odivelas                   ;UF P SANTO ADRIAO OLIVAL BASTO;11;1116;1650
LISBOA          ;Odivelas                   ;UF PONTINHA E FAMOES          ;11;1116;1651
LISBOA          ;Odivelas                   ;UF RAMADA E CANECAS           ;11;1116;1652
LISBOA          ;Oeiras                     ;BARCARENA                     ;11;1110;1653
LISBOA          ;Oeiras                     ;PORTO SALVO                   ;11;1110;1654
LISBOA          ;Oeiras                     ;UF ALGES L-A-VELHA C QUEBRADA ;11;1110;1655
LISBOA          ;Oeiras                     ;UF CARNAXIDE E QUEIJAS        ;11;1110;1656
LISBOA          ;Oeiras                     ;UF OEIRAS BARRA P ARCOS CAXIAS;11;1110;1657
LISBOA          ;Sintra                     ;ALGUEIRAO-MEM MARTINS         ;11;1111;1658
LISBOA          ;Sintra                     ;CASAL DE CAMBRA               ;11;1111;1659
LISBOA          ;Sintra                     ;COLARES                       ;11;1111;1660
LISBOA          ;Sintra                     ;RIO DE MOURO                  ;11;1111;1661
LISBOA          ;Sintra                     ;UF A BISPO P PINHEIRO MONTELAV;11;1111;1662
LISBOA          ;Sintra                     ;UF AGUALVA E MIRA-SINTRA      ;11;1111;1663
LISBOA          ;Sintra                     ;UF CACEM E SAO MARCOS         ;11;1111;1664
LISBOA          ;Sintra                     ;UF MASSAMA E MONTE ABRAAO     ;11;1111;1665
LISBOA          ;Sintra                     ;UF QUELUZ E BELAS             ;11;1111;1666
LISBOA          ;Sintra                     ;UF SAO JOAO LAMPAS TERRUGEM   ;11;1111;1667
LISBOA          ;Sintra                     ;UF SINTRA                     ;11;1111;1668
LISBOA          ;Sobral de Monte Agraço     ;SANTO QUINTINO                ;11;1112;1669
LISBOA          ;Sobral de Monte Agraço     ;SAPATARIA                     ;11;1112;1670
LISBOA          ;Sobral de Monte Agraço     ;SOBRAL DE MONTE AGRACO        ;11;1112;1671
LISBOA          ;Torres Vedras              ;FREIRIA                       ;11;1113;1672
LISBOA          ;Torres Vedras              ;PONTE DO ROL                  ;11;1113;1673
LISBOA          ;Torres Vedras              ;RAMALHAL                      ;11;1113;1674
LISBOA          ;Torres Vedras              ;SANTA MARIA S PEDRO E MATACAES;11;1113;1675
LISBOA          ;Torres Vedras              ;SAO PEDRO DA CADEIRA          ;11;1113;1676
LISBOA          ;Torres Vedras              ;SILVEIRA                      ;11;1113;1677
LISBOA          ;Torres Vedras              ;TURCIFAL                      ;11;1113;1678
LISBOA          ;Torres Vedras              ;UF A DOS CUNHADOS E MACEIRA   ;11;1113;1679
LISBOA          ;Torres Vedras              ;UF CAMPELOS OUTEIRO CABECA    ;11;1113;1680
LISBOA          ;Torres Vedras              ;UF CARVOEIRA E CARMOES        ;11;1113;1681
LISBOA          ;Torres Vedras              ;UF DOIS PORTOS E RUNA         ;11;1113;1682
LISBOA          ;Torres Vedras              ;UF MAXIAL E MONTE REDONDO     ;11;1113;1683
LISBOA          ;Torres Vedras              ;VENTOSA                       ;11;1113;1684
LISBOA          ;Vila Franca de Xira        ;UF ALHANDRA MONTES CALHANDRIZ ;11;1114;1685
LISBOA          ;Vila Franca de Xira        ;UF ALVERCA RIBATEJO SOBRALINHO;11;1114;1686
LISBOA          ;Vila Franca de Xira        ;UF CASTANH RIBATEJO CACHOEIRAS;11;1114;1687
LISBOA          ;Vila Franca de Xira        ;UF POVOA SANTA IRIA FORTE CASA;11;1114;1688
LISBOA          ;Vila Franca de Xira        ;VIALONGA                      ;11;1114;1689
LISBOA          ;Vila Franca de Xira        ;VILA FRANCA DE XIRA           ;11;1114;1690
PORTALEGRE      ;Alter do Chão              ;ALTER DO CHAO                 ;12;1201;1691
PORTALEGRE      ;Alter do Chão              ;CHANCELARIA                   ;12;1201;1692
PORTALEGRE      ;Alter do Chão              ;CUNHEIRA                      ;12;1201;1693
PORTALEGRE      ;Alter do Chão              ;SEDA                          ;12;1201;1694
PORTALEGRE      ;Arronches                  ;ASSUNCAO                      ;12;1202;1695
PORTALEGRE      ;Arronches                  ;ESPERANCA                     ;12;1202;1696
PORTALEGRE      ;Arronches                  ;MOSTEIROS                     ;12;1202;1697
PORTALEGRE      ;Avis                       ;ALDEIA VELHA                  ;12;1203;1698
PORTALEGRE      ;Avis                       ;AVIS                          ;12;1203;1699
PORTALEGRE      ;Avis                       ;ERVEDAL                       ;12;1203;1700
PORTALEGRE      ;Avis                       ;FIGUEIRA E BARROS             ;12;1203;1701
PORTALEGRE      ;Avis                       ;UF ALCORREGO E MARANHAO       ;12;1203;1702
PORTALEGRE      ;Avis                       ;UF BENAVILA E VALONGO         ;12;1203;1703
PORTALEGRE      ;Campo Maior                ;NOSSA SENHORA DA EXPECTACAO   ;12;1204;1704
PORTALEGRE      ;Campo Maior                ;NOSSA SENHORA GRACA DEGOLADOS ;12;1204;1705
PORTALEGRE      ;Campo Maior                ;SAO JOAO BAPTISTA             ;12;1204;1706
PORTALEGRE      ;Castelo de Vide            ;N SENHORA GRACA POVOA E MEADAS;12;1205;1707
PORTALEGRE      ;Castelo de Vide            ;SANTA MARIA DA DEVESA         ;12;1205;1708
PORTALEGRE      ;Castelo de Vide            ;SANTIAGO MAIOR                ;12;1205;1709
PORTALEGRE      ;Castelo de Vide            ;SAO JOAO BAPTISTA             ;12;1205;1710
PORTALEGRE      ;Crato                      ;ALDEIA DA MATA                ;12;1206;1711
PORTALEGRE      ;Crato                      ;GAFETE                        ;12;1206;1712
PORTALEGRE      ;Crato                      ;MONTE DA PEDRA                ;12;1206;1713
PORTALEGRE      ;Crato                      ;UF CRATO MARTIRES ROSA V PESO ;12;1206;1714
PORTALEGRE      ;Elvas                      ;ASSUNCAO AJUDA SALVADOR ILDEFO;12;1207;1715
PORTALEGRE      ;Elvas                      ;CAIA SAO PEDRO E ALCACOVA     ;12;1207;1716
PORTALEGRE      ;Elvas                      ;SANTA EULALIA                 ;12;1207;1717
PORTALEGRE      ;Elvas                      ;SAO BRAS E SAO LOURENCO       ;12;1207;1718
PORTALEGRE      ;Elvas                      ;SAO VICENTE E VENTOSA         ;12;1207;1719
PORTALEGRE      ;Elvas                      ;UF BARBACENA E VILA FERNANDO  ;12;1207;1720
PORTALEGRE      ;Elvas                      ;UF TERRUGEM E VILA BOIM       ;12;1207;1721
PORTALEGRE      ;Fronteira                  ;CABECO DE VIDE                ;12;1208;1722
PORTALEGRE      ;Fronteira                  ;FRONTEIRA                     ;12;1208;1723
PORTALEGRE      ;Fronteira                  ;SAO SATURNINO                 ;12;1208;1724
PORTALEGRE      ;Gavião                     ;BELVER                        ;12;1209;1725
PORTALEGRE      ;Gavião                     ;COMENDA                       ;12;1209;1726
PORTALEGRE      ;Gavião                     ;MARGEM                        ;12;1209;1727
PORTALEGRE      ;Gavião                     ;UF GAVIAO E ATALAIA           ;12;1209;1728
PORTALEGRE      ;Marvão                     ;BEIRA                         ;12;1210;1729
PORTALEGRE      ;Marvão                     ;SANTA MARIA DE MARVAO         ;12;1210;1730
PORTALEGRE      ;Marvão                     ;SANTO ANTONIO DAS AREIAS      ;12;1210;1731
PORTALEGRE      ;Marvão                     ;SAO SALVADOR DA ARAMENHA      ;12;1210;1732
PORTALEGRE      ;Monforte                   ;ASSUMAR                       ;12;1211;1733
PORTALEGRE      ;Monforte                   ;MONFORTE                      ;12;1211;1734
PORTALEGRE      ;Monforte                   ;SANTO ALEIXO                  ;12;1211;1735
PORTALEGRE      ;Monforte                   ;VAIAMONTE                     ;12;1211;1736
PORTALEGRE      ;Nisa                       ;ALPALHAO                      ;12;1212;1737
PORTALEGRE      ;Nisa                       ;MONTALVAO                     ;12;1212;1738
PORTALEGRE      ;Nisa                       ;SANTANA                       ;12;1212;1739
PORTALEGRE      ;Nisa                       ;SAO MATIAS                    ;12;1212;1740
PORTALEGRE      ;Nisa                       ;TOLOSA                        ;12;1212;1741
PORTALEGRE      ;Nisa                       ;UF AREZ E AMIEIRA DO TEJO     ;12;1212;1742
PORTALEGRE      ;Nisa                       ;UF ESPIRITO SANTO GRACA SIMAO ;12;1212;1743
PORTALEGRE      ;Ponte de Sor               ;FOROS DE ARRAO                ;12;1213;1744
PORTALEGRE      ;Ponte de Sor               ;GALVEIAS                      ;12;1213;1745
PORTALEGRE      ;Ponte de Sor               ;LONGOMEL                      ;12;1213;1746
PORTALEGRE      ;Ponte de Sor               ;MONTARGIL                     ;12;1213;1747
PORTALEGRE      ;Ponte de Sor               ;UF PONTE SOR TRAMAGA VALE ACOR;12;1213;1748
PORTALEGRE      ;Portalegre                 ;ALAGOA                        ;12;1214;1749
PORTALEGRE      ;Portalegre                 ;ALEGRETE                      ;12;1214;1750
PORTALEGRE      ;Portalegre                 ;FORTIOS                       ;12;1214;1751
PORTALEGRE      ;Portalegre                 ;UF REGUENGO E SAO JULIAO      ;12;1214;1752
PORTALEGRE      ;Portalegre                 ;UF RIBEIRA DE NISA E CARREIRAS;12;1214;1753
PORTALEGRE      ;Portalegre                 ;UF SE E SAO LOURENCO          ;12;1214;1754
PORTALEGRE      ;Portalegre                 ;URRA                          ;12;1214;1755
PORTALEGRE      ;Sousel                     ;CANO                          ;12;1215;1756
PORTALEGRE      ;Sousel                     ;CASA BRANCA                   ;12;1215;1757
PORTALEGRE      ;Sousel                     ;SANTO AMARO                   ;12;1215;1758
PORTALEGRE      ;Sousel                     ;SOUSEL                        ;12;1215;1759
PORTO           ;Amarante                   ;ANSIAES                       ;13;1301;1760
PORTO           ;Amarante                   ;CANDEMIL                      ;13;1301;1761
PORTO           ;Amarante                   ;FREGIM                        ;13;1301;1762
PORTO           ;Amarante                   ;FRIDAO                        ;13;1301;1763
PORTO           ;Amarante                   ;GONDAR                        ;13;1301;1764
PORTO           ;Amarante                   ;GOUVEIA (SAO SIMAO)           ;13;1301;1765
PORTO           ;Amarante                   ;JAZENTE                       ;13;1301;1766
PORTO           ;Amarante                   ;LOMBA                         ;13;1301;1767
PORTO           ;Amarante                   ;LOUREDO                       ;13;1301;1768
PORTO           ;Amarante                   ;LUFREI                        ;13;1301;1769
PORTO           ;Amarante                   ;MANCELOS                      ;13;1301;1770
PORTO           ;Amarante                   ;PADRONELO                     ;13;1301;1771
PORTO           ;Amarante                   ;REBORDELO                     ;13;1301;1772
PORTO           ;Amarante                   ;SALVADOR DO MONTE             ;13;1301;1773
PORTO           ;Amarante                   ;TELOES                        ;13;1301;1774
PORTO           ;Amarante                   ;TRAVANCA                      ;13;1301;1775
PORTO           ;Amarante                   ;UF ABOADELA SANCHE E VARZEA   ;13;1301;1776
PORTO           ;Amarante                   ;UF AMARANTE MAD CEPELO E GATAO;13;1301;1777
PORTO           ;Amarante                   ;UF BUSTELO CARNEIRO E CARV REI;13;1301;1778
PORTO           ;Amarante                   ;UF FIGUEIRO                   ;13;1301;1779
PORTO           ;Amarante                   ;UF FREIXO DE CIMA E DE BAIXO  ;13;1301;1780
PORTO           ;Amarante                   ;UF OLO E CANADELO             ;13;1301;1781
PORTO           ;Amarante                   ;UF VILA GARCIA ABOIM E CHAPA  ;13;1301;1782
PORTO           ;Amarante                   ;VILA CAIZ                     ;13;1301;1783
PORTO           ;Amarante                   ;VILA CHA DO MARAO             ;13;1301;1784
PORTO           ;Amarante                   ;VILA MEA                      ;13;1301;1785
PORTO           ;Baião                      ;FRENDE                        ;13;1302;1786
PORTO           ;Baião                      ;GESTACO                       ;13;1302;1787
PORTO           ;Baião                      ;GOVE                          ;13;1302;1788
PORTO           ;Baião                      ;GRILO                         ;13;1302;1789
PORTO           ;Baião                      ;LOIVOS DO MONTE               ;13;1302;1790
PORTO           ;Baião                      ;SANTA MARINHA DO ZEZERE       ;13;1302;1791
PORTO           ;Baião                      ;UF ANCEDE E RIBADOURO         ;13;1302;1792
PORTO           ;Baião                      ;UF BAIAO E MESQUINHATA        ;13;1302;1793
PORTO           ;Baião                      ;UF CAMPELO E OVIL             ;13;1302;1794
PORTO           ;Baião                      ;UF LOIVOS RIBEIRA TRESOURAS   ;13;1302;1795
PORTO           ;Baião                      ;UF S CRUZ DOURO S TOME COVELAS;13;1302;1796
PORTO           ;Baião                      ;UF TEIXEIRA E TEIXEIRO        ;13;1302;1797
PORTO           ;Baião                      ;VALADARES                     ;13;1302;1798
PORTO           ;Baião                      ;VIARIZ                        ;13;1302;1799
PORTO           ;Felgueiras                 ;AIAO                          ;13;1303;1800
PORTO           ;Felgueiras                 ;AIRAES                        ;13;1303;1801
PORTO           ;Felgueiras                 ;FRIANDE                       ;13;1303;1802
PORTO           ;Felgueiras                 ;IDAES                         ;13;1303;1803
PORTO           ;Felgueiras                 ;JUGUEIROS                     ;13;1303;1804
PORTO           ;Felgueiras                 ;PENACOVA                      ;13;1303;1805
PORTO           ;Felgueiras                 ;PINHEIRO                      ;13;1303;1806
PORTO           ;Felgueiras                 ;POMBEIRO DE RIBAVIZELA        ;13;1303;1807
PORTO           ;Felgueiras                 ;REFONTOURA                    ;13;1303;1808
PORTO           ;Felgueiras                 ;REGILDE                       ;13;1303;1809
PORTO           ;Felgueiras                 ;REVINHADE                     ;13;1303;1810
PORTO           ;Felgueiras                 ;SENDIM                        ;13;1303;1811
PORTO           ;Felgueiras                 ;UF MACIEIRA DA LIXA E CARAMOS ;13;1303;1812
PORTO           ;Felgueiras                 ;UF MARGARIDE VARZEA LAGARES   ;13;1303;1813
PORTO           ;Felgueiras                 ;UF PEDREIRA RANDE E SERNANDE  ;13;1303;1814
PORTO           ;Felgueiras                 ;UF TORRADOS E SOUSA           ;13;1303;1815
PORTO           ;Felgueiras                 ;UF UNHAO E LORDELO            ;13;1303;1816
PORTO           ;Felgueiras                 ;UF VILA COVA LIXA BORBA GODIM ;13;1303;1817
PORTO           ;Felgueiras                 ;UF VILA FRIA E VIZELA         ;13;1303;1818
PORTO           ;Felgueiras                 ;UF VILA VERDE E SANTAO        ;13;1303;1819
PORTO           ;Gondomar                   ;BAGUIM DO MONTE (RIO TINTO)   ;13;1304;1820
PORTO           ;Gondomar                   ;LOMBA                         ;13;1304;1821
PORTO           ;Gondomar                   ;RIO TINTO                     ;13;1304;1822
PORTO           ;Gondomar                   ;UF FANZERES SAO PEDRO COVA    ;13;1304;1823
PORTO           ;Gondomar                   ;UF FOZ DO SOUSA E COVELO      ;13;1304;1824
PORTO           ;Gondomar                   ;UF GONDOMAR VALBOM E JOVIM    ;13;1304;1825
PORTO           ;Gondomar                   ;UF MELRES E MEDAS             ;13;1304;1826
PORTO           ;Lousada                    ;AVELEDA                       ;13;1305;1827
PORTO           ;Lousada                    ;CAIDE DE REI                  ;13;1305;1828
PORTO           ;Lousada                    ;LODARES                       ;13;1305;1829
PORTO           ;Lousada                    ;MACIEIRA                      ;13;1305;1830
PORTO           ;Lousada                    ;MEINEDO                       ;13;1305;1831
PORTO           ;Lousada                    ;NEVOGILDE                     ;13;1305;1832
PORTO           ;Lousada                    ;SOUSELA                       ;13;1305;1833
PORTO           ;Lousada                    ;TORNO                         ;13;1305;1834
PORTO           ;Lousada                    ;UF CERNADELO LOUSADA          ;13;1305;1835
PORTO           ;Lousada                    ;UF CRISTELOS BOIM E ORDEM     ;13;1305;1836
PORTO           ;Lousada                    ;UF FIGUEIRAS E COVAS          ;13;1305;1837
PORTO           ;Lousada                    ;UF LUSTOSA E BARROSAS         ;13;1305;1838
PORTO           ;Lousada                    ;UF NESPEREIRA E CASAIS        ;13;1305;1839
PORTO           ;Lousada                    ;UF SILVARES PIAS NOGUEIR ALVAR;13;1305;1840
PORTO           ;Lousada                    ;VILAR DO TORNO E ALENTEM      ;13;1305;1841
PORTO           ;Maia                       ;AGUAS SANTAS                  ;13;1306;1842
PORTO           ;Maia                       ;CASTELO DA MAIA               ;13;1306;1843
PORTO           ;Maia                       ;CIDADE DA MAIA                ;13;1306;1844
PORTO           ;Maia                       ;FOLGOSA                       ;13;1306;1845
PORTO           ;Maia                       ;MILHEIROS                     ;13;1306;1846
PORTO           ;Maia                       ;MOREIRA                       ;13;1306;1847
PORTO           ;Maia                       ;NOGUEIRA E SILVA ESCURA       ;13;1306;1848
PORTO           ;Maia                       ;PEDROUCOS                     ;13;1306;1849
PORTO           ;Maia                       ;SAO PEDRO FINS                ;13;1306;1850
PORTO           ;Maia                       ;VILA NOVA DA TELHA            ;13;1306;1851
PORTO           ;Marco de Canaveses         ;ALPENDORADA VARZEA E TORRAO   ;13;1307;1852
PORTO           ;Marco de Canaveses         ;AVESSADAS E ROSEM             ;13;1307;1853
PORTO           ;Marco de Canaveses         ;BANHO E CARVALHOSA            ;13;1307;1854
PORTO           ;Marco de Canaveses         ;BEM VIVER                     ;13;1307;1855
PORTO           ;Marco de Canaveses         ;CONSTANCE                     ;13;1307;1856
PORTO           ;Marco de Canaveses         ;MARCO                         ;13;1307;1857
PORTO           ;Marco de Canaveses         ;PAREDES VIADORES MANHUNCELOS  ;13;1307;1858
PORTO           ;Marco de Canaveses         ;PENHA LONGA E PACOS DE GAIOLO ;13;1307;1859
PORTO           ;Marco de Canaveses         ;SANDE E SAO LOURENCO DO DOURO ;13;1307;1860
PORTO           ;Marco de Canaveses         ;SANTO ISIDORO E LIVRACAO      ;13;1307;1861
PORTO           ;Marco de Canaveses         ;SOALHAES                      ;13;1307;1862
PORTO           ;Marco de Canaveses         ;SOBRETAMEGA                   ;13;1307;1863
PORTO           ;Marco de Canaveses         ;TABUADO                       ;13;1307;1864
PORTO           ;Marco de Canaveses         ;VARZEA ALIVIADA E FOLHADA     ;13;1307;1865
PORTO           ;Marco de Canaveses         ;VILA BOA DE QUIRES E MAURELES ;13;1307;1866
PORTO           ;Marco de Canaveses         ;VILA BOA DO BISPO             ;13;1307;1867
PORTO           ;Matosinhos                 ;UF CUSTOIAS LECA BALIO GUIFOES;13;1308;1868
PORTO           ;Matosinhos                 ;UF MATOSINHOS LECA PALMEIRA   ;13;1308;1869
PORTO           ;Matosinhos                 ;UF PERAFITA LAVRA S CRUZ BISPO;13;1308;1870
PORTO           ;Matosinhos                 ;UF S M INFESTA E SENHORA HORA ;13;1308;1871
PORTO           ;Paredes                    ;AGUIAR DE SOUSA               ;13;1310;1872
PORTO           ;Paredes                    ;ASTROMIL                      ;13;1310;1873
PORTO           ;Paredes                    ;BALTAR                        ;13;1310;1874
PORTO           ;Paredes                    ;BEIRE                         ;13;1310;1875
PORTO           ;Paredes                    ;CETE                          ;13;1310;1876
PORTO           ;Paredes                    ;CRISTELO                      ;13;1310;1877
PORTO           ;Paredes                    ;DUAS IGREJAS                  ;13;1310;1878
PORTO           ;Paredes                    ;GANDRA                        ;13;1310;1879
PORTO           ;Paredes                    ;LORDELO                       ;13;1310;1880
PORTO           ;Paredes                    ;LOUREDO                       ;13;1310;1881
PORTO           ;Paredes                    ;PARADA DE TODEIA              ;13;1310;1882
PORTO           ;Paredes                    ;PAREDES                       ;13;1310;1883
PORTO           ;Paredes                    ;REBORDOSA                     ;13;1310;1884
PORTO           ;Paredes                    ;RECAREI                       ;13;1310;1885
PORTO           ;Paredes                    ;SOBREIRA                      ;13;1310;1886
PORTO           ;Paredes                    ;SOBROSA                       ;13;1310;1887
PORTO           ;Paredes                    ;VANDOMA                       ;13;1310;1888
PORTO           ;Paredes                    ;VILELA                        ;13;1310;1889
PORTO           ;Paços de Ferreira          ;CARVALHOSA                    ;13;1309;1890
PORTO           ;Paços de Ferreira          ;EIRIZ                         ;13;1309;1891
PORTO           ;Paços de Ferreira          ;FERREIRA                      ;13;1309;1892
PORTO           ;Paços de Ferreira          ;FIGUEIRO                      ;13;1309;1893
PORTO           ;Paços de Ferreira          ;FRAZAO ARREIGADA              ;13;1309;1894
PORTO           ;Paços de Ferreira          ;FREAMUNDE                     ;13;1309;1895
PORTO           ;Paços de Ferreira          ;MEIXOMIL                      ;13;1309;1896
PORTO           ;Paços de Ferreira          ;PACOS DE FERREIRA             ;13;1309;1897
PORTO           ;Paços de Ferreira          ;PENAMAIOR                     ;13;1309;1898
PORTO           ;Paços de Ferreira          ;RAIMONDA                      ;13;1309;1899
PORTO           ;Paços de Ferreira          ;SANFINS LAMOSO CODESSOS       ;13;1309;1900
PORTO           ;Paços de Ferreira          ;SEROA                         ;13;1309;1901
PORTO           ;Penafiel                   ;ABRAGAO                       ;13;1311;1902
PORTO           ;Penafiel                   ;BOELHE                        ;13;1311;1903
PORTO           ;Penafiel                   ;BUSTELO                       ;13;1311;1904
PORTO           ;Penafiel                   ;CABECA SANTA                  ;13;1311;1905
PORTO           ;Penafiel                   ;CANELAS                       ;13;1311;1906
PORTO           ;Penafiel                   ;CAPELA                        ;13;1311;1907
PORTO           ;Penafiel                   ;CASTELOES                     ;13;1311;1908
PORTO           ;Penafiel                   ;CROCA                         ;13;1311;1909
PORTO           ;Penafiel                   ;DUAS IGREJAS                  ;13;1311;1910
PORTO           ;Penafiel                   ;EJA                           ;13;1311;1911
PORTO           ;Penafiel                   ;FONTE ARCADA                  ;13;1311;1912
PORTO           ;Penafiel                   ;GALEGOS                       ;13;1311;1913
PORTO           ;Penafiel                   ;GUILHUFE E URRO               ;13;1311;1914
PORTO           ;Penafiel                   ;IRIVO                         ;13;1311;1915
PORTO           ;Penafiel                   ;LAGARES E FIGUEIRA            ;13;1311;1916
PORTO           ;Penafiel                   ;LUZIM E VILA COVA             ;13;1311;1917
PORTO           ;Penafiel                   ;OLDROES                       ;13;1311;1918
PORTO           ;Penafiel                   ;PACO DE SOUSA                 ;13;1311;1919
PORTO           ;Penafiel                   ;PENAFIEL                      ;13;1311;1920
PORTO           ;Penafiel                   ;PEROZELO                      ;13;1311;1921
PORTO           ;Penafiel                   ;RANS                          ;13;1311;1922
PORTO           ;Penafiel                   ;RECEZINHOS (SAO MAMEDE)       ;13;1311;1923
PORTO           ;Penafiel                   ;RECEZINHOS (SAO MARTINHO)     ;13;1311;1924
PORTO           ;Penafiel                   ;RIO DE MOINHOS                ;13;1311;1925
PORTO           ;Penafiel                   ;RIO MAU                       ;13;1311;1926
PORTO           ;Penafiel                   ;SEBOLIDO                      ;13;1311;1927
PORTO           ;Penafiel                   ;TERMAS DE SAO VICENTE         ;13;1311;1928
PORTO           ;Penafiel                   ;VALPEDRE                      ;13;1311;1929
PORTO           ;Porto                      ;BONFIM                        ;13;1312;1930
PORTO           ;Porto                      ;CAMPANHA                      ;13;1312;1931
PORTO           ;Porto                      ;PARANHOS                      ;13;1312;1932
PORTO           ;Porto                      ;RAMALDE                       ;13;1312;1933
PORTO           ;Porto                      ;UF ALDOAR FOZ DOURO NEVOGILDE ;13;1312;1934
PORTO           ;Porto                      ;UF CEDOFEITA ILDEFONSO SE MIRA;13;1312;1935
PORTO           ;Porto                      ;UF LORDELO OURO MASSARELOS    ;13;1312;1936
PORTO           ;Póvoa de Varzim            ;BALAZAR                       ;13;1313;1937
PORTO           ;Póvoa de Varzim            ;ESTELA                        ;13;1313;1938
PORTO           ;Póvoa de Varzim            ;LAUNDOS                       ;13;1313;1939
PORTO           ;Póvoa de Varzim            ;RATES                         ;13;1313;1940
PORTO           ;Póvoa de Varzim            ;UF AGUCADOURA E NAVAIS        ;13;1313;1941
PORTO           ;Póvoa de Varzim            ;UF AVER-O-MAR AMORIM E TERROSO;13;1313;1942
PORTO           ;Póvoa de Varzim            ;UF POVOA VARZIM BEIRIZ ARGIVAI;13;1313;1943
PORTO           ;Santo Tirso                ;AGRELA                        ;13;1314;1944
PORTO           ;Santo Tirso                ;AGUA LONGA                    ;13;1314;1945
PORTO           ;Santo Tirso                ;AVES                          ;13;1314;1946
PORTO           ;Santo Tirso                ;MONTE CORDOVA                 ;13;1314;1947
PORTO           ;Santo Tirso                ;NEGRELOS (SAO TOME)           ;13;1314;1948
PORTO           ;Santo Tirso                ;REBORDOES                     ;13;1314;1949
PORTO           ;Santo Tirso                ;REGUENGA                      ;13;1314;1950
