District;Municipality;parish;DistrictCode;MunicipalityCode;parishCode_1
BRAGANCA        ;Vinhais                    ;EDRAL                         ;4;412;771
BRAGANCA        ;Vinhais                    ;EDROSA                        ;4;412;772
BRAGANCA        ;Vinhais                    ;ERVEDOSA                      ;4;412;773
BRAGANCA        ;Vinhais                    ;PACO                          ;4;412;774
BRAGANCA        ;Vinhais                    ;PENHAS JUNTAS                 ;4;412;775
BRAGANCA        ;Vinhais                    ;REBORDELO                     ;4;412;776
BRAGANCA        ;Vinhais                    ;SANTALHA                      ;4;412;777
BRAGANCA        ;Vinhais                    ;TUIZELO                       ;4;412;778
BRAGANCA        ;Vinhais                    ;UF CUROPOS E VALE DE JANEIRO  ;4;412;779
BRAGANCA        ;Vinhais                    ;UF MOIMENTA E MONTOUTO        ;4;412;780
BRAGANCA        ;Vinhais                    ;UF NUNES E OUSILHAO           ;4;412;781
BRAGANCA        ;Vinhais                    ;UF QUIRAS E PINHEIRO NOVO     ;4;412;782
BRAGANCA        ;Vinhais                    ;UF SOBREIRO BAIXO ALVAREDOS   ;4;412;783
BRAGANCA        ;Vinhais                    ;UF SOEIRA FRESULFE E MOFREITA ;4;412;784
BRAGANCA        ;Vinhais                    ;UF TRAVANCA E SANTA CRUZ      ;4;412;785
BRAGANCA        ;Vinhais                    ;UF VILAR DE LOMBA E SAO JOMIL ;4;412;786
BRAGANCA        ;Vinhais                    ;VALE DAS FONTES               ;4;412;787
BRAGANCA        ;Vinhais                    ;VILA BOA DE OUSILHAO          ;4;412;788
BRAGANCA        ;Vinhais                    ;VILA VERDE                    ;4;412;789
BRAGANCA        ;Vinhais                    ;VILAR DE OSSOS                ;4;412;790
BRAGANCA        ;Vinhais                    ;VILAR DE PEREGRINOS           ;4;412;791
BRAGANCA        ;Vinhais                    ;VILAR SECO DE LOMBA           ;4;412;792
BRAGANCA        ;Vinhais                    ;VINHAIS                       ;4;412;793
CASTELO BRANCO  ;Belmonte                   ;CARIA                         ;5;501;794
CASTELO BRANCO  ;Belmonte                   ;INGUIAS                       ;5;501;795
CASTELO BRANCO  ;Belmonte                   ;MACAINHAS                     ;5;501;796
CASTELO BRANCO  ;Belmonte                   ;UF BELMONTE E COLMEAL DA TORRE;5;501;797
CASTELO BRANCO  ;Castelo Branco             ;ALCAINS                       ;5;502;798
CASTELO BRANCO  ;Castelo Branco             ;ALMACEDA                      ;5;502;799
CASTELO BRANCO  ;Castelo Branco             ;BENQUERENCAS                  ;5;502;800
CASTELO BRANCO  ;Castelo Branco             ;CASTELO BRANCO                ;5;502;801
CASTELO BRANCO  ;Castelo Branco             ;LARDOSA                       ;5;502;802
CASTELO BRANCO  ;Castelo Branco             ;LOURICAL DO CAMPO             ;5;502;803
CASTELO BRANCO  ;Castelo Branco             ;MALPICA DO TEJO               ;5;502;804
CASTELO BRANCO  ;Castelo Branco             ;MONFORTE DA BEIRA             ;5;502;805
CASTELO BRANCO  ;Castelo Branco             ;SALGUEIRO DO CAMPO            ;5;502;806
CASTELO BRANCO  ;Castelo Branco             ;SANTO ANDRE DAS TOJEIRAS      ;5;502;807
CASTELO BRANCO  ;Castelo Branco             ;SAO VICENTE DA BEIRA          ;5;502;808
CASTELO BRANCO  ;Castelo Branco             ;SARZEDAS                      ;5;502;809
CASTELO BRANCO  ;Castelo Branco             ;TINALHAS                      ;5;502;810
CASTELO BRANCO  ;Castelo Branco             ;UF CEBOLAIS DE CIMA E RETAXO  ;5;502;811
CASTELO BRANCO  ;Castelo Branco             ;UF ESCALOS DE BAIXO E MATA    ;5;502;812
CASTELO BRANCO  ;Castelo Branco             ;UF ESCALOS DE CIMA E LOUSA    ;5;502;813
CASTELO BRANCO  ;Castelo Branco             ;UF FREIXIAL E JUNCAL DO CAMPO ;5;502;814
CASTELO BRANCO  ;Castelo Branco             ;UF NINHO ACOR SOBRAL CAMPO    ;5;502;815
CASTELO BRANCO  ;Castelo Branco             ;UF POVOA RIO MOINHOS CAFEDE   ;5;502;816
CASTELO BRANCO  ;Covilhã                    ;ALDEIA SAO FRANCISCO ASSIS    ;5;503;817
CASTELO BRANCO  ;Covilhã                    ;BOIDOBRA                      ;5;503;818
CASTELO BRANCO  ;Covilhã                    ;CORTES DO MEIO                ;5;503;819
CASTELO BRANCO  ;Covilhã                    ;DOMINGUIZO                    ;5;503;820
CASTELO BRANCO  ;Covilhã                    ;ERADA                         ;5;503;821
CASTELO BRANCO  ;Covilhã                    ;FERRO                         ;5;503;822
CASTELO BRANCO  ;Covilhã                    ;ORJAIS                        ;5;503;823
CASTELO BRANCO  ;Covilhã                    ;PAUL                          ;5;503;824
CASTELO BRANCO  ;Covilhã                    ;PERABOA                       ;5;503;825
CASTELO BRANCO  ;Covilhã                    ;SAO JORGE DA BEIRA            ;5;503;826
CASTELO BRANCO  ;Covilhã                    ;SOBRAL DE SAO MIGUEL          ;5;503;827
CASTELO BRANCO  ;Covilhã                    ;TORTOSENDO                    ;5;503;828
CASTELO BRANCO  ;Covilhã                    ;UF BARCO E COUTADA            ;5;503;829
CASTELO BRANCO  ;Covilhã                    ;UF CANTAR-GALO VILA CARVALHO  ;5;503;830
CASTELO BRANCO  ;Covilhã                    ;UF CASEGAS E OURONDO          ;5;503;831
CASTELO BRANCO  ;Covilhã                    ;UF COVILHA E CANHOSO          ;5;503;832
CASTELO BRANCO  ;Covilhã                    ;UF PESO E VALES DO RIO        ;5;503;833
CASTELO BRANCO  ;Covilhã                    ;UF TEIXOSO E SARZEDO          ;5;503;834
CASTELO BRANCO  ;Covilhã                    ;UF VALE FORMOSO ALDEIA SOUTO  ;5;503;835
CASTELO BRANCO  ;Covilhã                    ;UNHAIS DA SERRA               ;5;503;836
CASTELO BRANCO  ;Covilhã                    ;VERDELHOS                     ;5;503;837
CASTELO BRANCO  ;Fundão                     ;ALCAIDE                       ;5;504;838
CASTELO BRANCO  ;Fundão                     ;ALCARIA                       ;5;504;839
CASTELO BRANCO  ;Fundão                     ;ALCONGOSTA                    ;5;504;840
CASTELO BRANCO  ;Fundão                     ;ALPEDRINHA                    ;5;504;841
CASTELO BRANCO  ;Fundão                     ;BARROCA                       ;5;504;842
CASTELO BRANCO  ;Fundão                     ;BOGAS DE CIMA                 ;5;504;843
CASTELO BRANCO  ;Fundão                     ;CAPINHA                       ;5;504;844
CASTELO BRANCO  ;Fundão                     ;CASTELEJO                     ;5;504;845
CASTELO BRANCO  ;Fundão                     ;CASTELO NOVO                  ;5;504;846
CASTELO BRANCO  ;Fundão                     ;ENXAMES                       ;5;504;847
CASTELO BRANCO  ;Fundão                     ;FATELA                        ;5;504;848
CASTELO BRANCO  ;Fundão                     ;LAVACOLHOS                    ;5;504;849
CASTELO BRANCO  ;Fundão                     ;ORCA                          ;5;504;850
CASTELO BRANCO  ;Fundão                     ;PERO VISEU                    ;5;504;851
CASTELO BRANCO  ;Fundão                     ;SILVARES                      ;5;504;852
CASTELO BRANCO  ;Fundão                     ;SOALHEIRA                     ;5;504;853
CASTELO BRANCO  ;Fundão                     ;SOUTO DA CASA                 ;5;504;854
CASTELO BRANCO  ;Fundão                     ;TELHADO                       ;5;504;855
CASTELO BRANCO  ;Fundão                     ;TRES POVOS                    ;5;504;856
CASTELO BRANCO  ;Fundão                     ;UF FUNDAO VALVERDE DONAS JOANE;5;504;857
CASTELO BRANCO  ;Fundão                     ;UF JANEIRO CIMA BOGAS BAIXO   ;5;504;858
CASTELO BRANCO  ;Fundão                     ;UF POVOA ATALAIA ATALAIA CAMPO;5;504;859
CASTELO BRANCO  ;Fundão                     ;UF VALE PRAZERES MATA RAINHA  ;5;504;860
CASTELO BRANCO  ;Idanha-a-Nova              ;ALDEIA DE SANTA MARGARIDA     ;5;505;861
CASTELO BRANCO  ;Idanha-a-Nova              ;LADOEIRO                      ;5;505;862
CASTELO BRANCO  ;Idanha-a-Nova              ;MEDELIM                       ;5;505;863
CASTELO BRANCO  ;Idanha-a-Nova              ;OLEDO                         ;5;505;864
CASTELO BRANCO  ;Idanha-a-Nova              ;PENHA GARCIA                  ;5;505;865
CASTELO BRANCO  ;Idanha-a-Nova              ;PROENCA-A-VELHA               ;5;505;866
CASTELO BRANCO  ;Idanha-a-Nova              ;ROSMANINHAL                   ;5;505;867
CASTELO BRANCO  ;Idanha-a-Nova              ;SAO MIGUEL DE ACHA            ;5;505;868
CASTELO BRANCO  ;Idanha-a-Nova              ;TOULOES                       ;5;505;869
CASTELO BRANCO  ;Idanha-a-Nova              ;UF IDANHA-A-NOVA E ALCAFOZES  ;5;505;870
CASTELO BRANCO  ;Idanha-a-Nova              ;UF MONFORTINHO SALVATE EXTREMO;5;505;871
CASTELO BRANCO  ;Idanha-a-Nova              ;UF MONSANTO E IDANHA-A-VELHA  ;5;505;872
CASTELO BRANCO  ;Idanha-a-Nova              ;UF ZEBREIRA E SEGURA          ;5;505;873
CASTELO BRANCO  ;Oleiros                    ;ALVARO                        ;5;506;874
CASTELO BRANCO  ;Oleiros                    ;CAMBAS                        ;5;506;875
CASTELO BRANCO  ;Oleiros                    ;ESTREITO-VILAR BARROCO        ;5;506;876
CASTELO BRANCO  ;Oleiros                    ;ISNA                          ;5;506;877
CASTELO BRANCO  ;Oleiros                    ;MADEIRA                       ;5;506;878
CASTELO BRANCO  ;Oleiros                    ;MOSTEIRO                      ;5;506;879
CASTELO BRANCO  ;Oleiros                    ;OLEIROS-AMIEIRA               ;5;506;880
CASTELO BRANCO  ;Oleiros                    ;ORVALHO                       ;5;506;881
CASTELO BRANCO  ;Oleiros                    ;SARNADAS DE SAO SIMAO         ;5;506;882
CASTELO BRANCO  ;Oleiros                    ;SOBRAL                        ;5;506;883
CASTELO BRANCO  ;Penamacor                  ;ARANHAS                       ;5;507;884
CASTELO BRANCO  ;Penamacor                  ;BENQUERENCA                   ;5;507;885
CASTELO BRANCO  ;Penamacor                  ;MEIMAO                        ;5;507;886
CASTELO BRANCO  ;Penamacor                  ;MEIMOA                        ;5;507;887
CASTELO BRANCO  ;Penamacor                  ;PENAMACOR                     ;5;507;888
CASTELO BRANCO  ;Penamacor                  ;SALVADOR                      ;5;507;889
CASTELO BRANCO  ;Penamacor                  ;UF A BISPO AGUAS A JOAO PIRES ;5;507;890
CASTELO BRANCO  ;Penamacor                  ;UF PEDROGAO SAO PEDRO BEMPOSTA;5;507;891
CASTELO BRANCO  ;Penamacor                  ;VALE DA SENHORA DA POVOA      ;5;507;892
CASTELO BRANCO  ;Proença-a-Nova             ;MONTES DA SENHORA             ;5;508;893
CASTELO BRANCO  ;Proença-a-Nova             ;SAO PEDRO DO ESTEVAL          ;5;508;894
CASTELO BRANCO  ;Proença-a-Nova             ;UF PROENCA-A-NOVA E PERAL     ;5;508;895
CASTELO BRANCO  ;Proença-a-Nova             ;UF SOBREIRA FORMOSA ALVT BEIRA;5;508;896
CASTELO BRANCO  ;Sertã                      ;CABECUDO                      ;5;509;897
CASTELO BRANCO  ;Sertã                      ;CARVALHAL                     ;5;509;898
CASTELO BRANCO  ;Sertã                      ;CASTELO                       ;5;509;899
CASTELO BRANCO  ;Sertã                      ;PEDROGAO PEQUENO              ;5;509;900
CASTELO BRANCO  ;Sertã                      ;SERTA                         ;5;509;901
CASTELO BRANCO  ;Sertã                      ;TROVISCAL                     ;5;509;902
CASTELO BRANCO  ;Sertã                      ;UF CERNACHE B NESPERAL PALHAIS;5;509;903
CASTELO BRANCO  ;Sertã                      ;UF CUMEADA E MARMELEIRO       ;5;509;904
CASTELO BRANCO  ;Sertã                      ;UF ERMIDA E FIGUEIREDO        ;5;509;905
CASTELO BRANCO  ;Sertã                      ;VARZEA DOS CAVALEIROS         ;5;509;906
CASTELO BRANCO  ;Vila de Rei                ;FUNDADA                       ;5;510;907
CASTELO BRANCO  ;Vila de Rei                ;SAO JOAO DO PESO              ;5;510;908
CASTELO BRANCO  ;Vila de Rei                ;VILA DE REI                   ;5;510;909
CASTELO BRANCO  ;Vila Velha de Ródão        ;FRATEL                        ;5;511;910
CASTELO BRANCO  ;Vila Velha de Ródão        ;PERAIS                        ;5;511;911
CASTELO BRANCO  ;Vila Velha de Ródão        ;SARNADAS DE RODAO             ;5;511;912
CASTELO BRANCO  ;Vila Velha de Ródão        ;VILA VELHA DE RODAO           ;5;511;913
COIMBRA         ;Arganil                    ;ARGANIL                       ;6;601;914
COIMBRA         ;Arganil                    ;BENFEITA                      ;6;601;915
COIMBRA         ;Arganil                    ;CELAVISA                      ;6;601;916
COIMBRA         ;Arganil                    ;FOLQUES                       ;6;601;917
COIMBRA         ;Arganil                    ;PIODAO                        ;6;601;918
COIMBRA         ;Arganil                    ;POMARES                       ;6;601;919
COIMBRA         ;Arganil                    ;POMBEIRO DA BEIRA             ;6;601;920
COIMBRA         ;Arganil                    ;SAO MARTINHO DA CORTICA       ;6;601;921
COIMBRA         ;Arganil                    ;SARZEDO                       ;6;601;922
COIMBRA         ;Arganil                    ;SECARIAS                      ;6;601;923
COIMBRA         ;Arganil                    ;UF CEPOS E TEIXEIRA           ;6;601;924
COIMBRA         ;Arganil                    ;UF CERDEIRA E MOURA DA SERRA  ;6;601;925
COIMBRA         ;Arganil                    ;UF COJA E BARRIL DE ALVA      ;6;601;926
COIMBRA         ;Arganil                    ;UF VILA COVA DE ALVA E ANSERIZ;6;601;927
COIMBRA         ;Cantanhede                 ;ANCA                          ;6;602;928
COIMBRA         ;Cantanhede                 ;CADIMA                        ;6;602;929
COIMBRA         ;Cantanhede                 ;CORDINHA                      ;6;602;930
COIMBRA         ;Cantanhede                 ;FEBRES                        ;6;602;931
COIMBRA         ;Cantanhede                 ;MURTEDE                       ;6;602;932
COIMBRA         ;Cantanhede                 ;OURENTA                       ;6;602;933
COIMBRA         ;Cantanhede                 ;SANGUINHEIRA                  ;6;602;934
COIMBRA         ;Cantanhede                 ;SAO CAETANO                   ;6;602;935
COIMBRA         ;Cantanhede                 ;TOCHA                         ;6;602;936
COIMBRA         ;Cantanhede                 ;UF CANTANHEDE E POCARICA      ;6;602;937
COIMBRA         ;Cantanhede                 ;UF COVOES E CAMARNEIRA        ;6;602;938
COIMBRA         ;Cantanhede                 ;UF PORTUNHOS E OUTIL          ;6;602;939
COIMBRA         ;Cantanhede                 ;UF SEPINS E BOLHO             ;6;602;940
COIMBRA         ;Cantanhede                 ;UF VILAMAR CORTICEIRO CIMA    ;6;602;941
COIMBRA         ;Coimbra                    ;ALMALAGUES                    ;6;603;942
COIMBRA         ;Coimbra                    ;BRASFEMES                     ;6;603;943
COIMBRA         ;Coimbra                    ;CEIRA                         ;6;603;944
COIMBRA         ;Coimbra                    ;CERNACHE                      ;6;603;945
COIMBRA         ;Coimbra                    ;SANTO ANTONIO DOS OLIVAIS     ;6;603;946
COIMBRA         ;Coimbra                    ;SAO JOAO DO CAMPO             ;6;603;947
COIMBRA         ;Coimbra                    ;SAO SILVESTRE                 ;6;603;948
COIMBRA         ;Coimbra                    ;TORRES DO MONDEGO             ;6;603;949
COIMBRA         ;Coimbra                    ;UF ANTUZEDE E VIL DE MATOS    ;6;603;950
COIMBRA         ;Coimbra                    ;UF ASSAFARGE E ANTANHOL       ;6;603;951
COIMBRA         ;Coimbra                    ;UF COIMBRA                    ;6;603;952
COIMBRA         ;Coimbra                    ;UF EIRAS E SAO PAULO DE FRADES;6;603;953
COIMBRA         ;Coimbra                    ;UF S M BISPO E RIBEIRA FRADES ;6;603;954
COIMBRA         ;Coimbra                    ;UF S MARTINHO ARVORE LAMAROSA ;6;603;955
COIMBRA         ;Coimbra                    ;UF SANTA CLARA CASTELO VIEGAS ;6;603;956
COIMBRA         ;Coimbra                    ;UF SOUSELAS E BOTAO           ;6;603;957
COIMBRA         ;Coimbra                    ;UF TAVEIRO AMEAL E ARZILA     ;6;603;958
COIMBRA         ;Coimbra                    ;UF TROUXEMIL E TORRE DE VILELA;6;603;959
COIMBRA         ;Condeixa-a-Nova            ;ANOBRA                        ;6;604;960
COIMBRA         ;Condeixa-a-Nova            ;EGA                           ;6;604;961
COIMBRA         ;Condeixa-a-Nova            ;FURADOURO                     ;6;604;962
COIMBRA         ;Condeixa-a-Nova            ;UF CONDEIXA-A-VELHA E C-A-NOVA;6;604;963
COIMBRA         ;Condeixa-a-Nova            ;UF SEBAL E BELIDE             ;6;604;964
COIMBRA         ;Condeixa-a-Nova            ;UF VILA SECA E BEM DA FE      ;6;604;965
COIMBRA         ;Condeixa-a-Nova            ;ZAMBUJAL                      ;6;604;966
COIMBRA         ;Figueira da Foz            ;ALHADAS                       ;6;605;967
COIMBRA         ;Figueira da Foz            ;ALQUEIDAO                     ;6;605;968
COIMBRA         ;Figueira da Foz            ;BOM SUCESSO                   ;6;605;969
COIMBRA         ;Figueira da Foz            ;BUARCOS E SAO JULIAO          ;6;605;970
COIMBRA         ;Figueira da Foz            ;FERREIRA-A-NOVA               ;6;605;971
COIMBRA         ;Figueira da Foz            ;LAVOS                         ;6;605;972
COIMBRA         ;Figueira da Foz            ;MAIORCA                       ;6;605;973
COIMBRA         ;Figueira da Foz            ;MARINHA DAS ONDAS             ;6;605;974
COIMBRA         ;Figueira da Foz            ;MOINHOS DA GANDARA            ;6;605;975
COIMBRA         ;Figueira da Foz            ;PAIAO                         ;6;605;976
COIMBRA         ;Figueira da Foz            ;QUIAIOS                       ;6;605;977
COIMBRA         ;Figueira da Foz            ;SAO PEDRO                     ;6;605;978
COIMBRA         ;Figueira da Foz            ;TAVAREDE                      ;6;605;979
COIMBRA         ;Figueira da Foz            ;VILA VERDE                    ;6;605;980
COIMBRA         ;Góis                       ;ALVARES                       ;6;606;981
COIMBRA         ;Góis                       ;GOIS                          ;6;606;982
COIMBRA         ;Góis                       ;UF CADAFAZ E COLMEAL          ;6;606;983
COIMBRA         ;Góis                       ;VILA NOVA DO CEIRA            ;6;606;984
COIMBRA         ;Lousã                      ;GANDARAS                      ;6;607;985
COIMBRA         ;Lousã                      ;SERPINS                       ;6;607;986
COIMBRA         ;Lousã                      ;UF FOZ AROUCE CASAL ERMIO     ;6;607;987
COIMBRA         ;Lousã                      ;UF LOUSA E VILARINHO          ;6;607;988
COIMBRA         ;Mira                       ;CARAPELHOS                    ;6;608;989
COIMBRA         ;Mira                       ;MIRA                          ;6;608;990
COIMBRA         ;Mira                       ;PRAIA DE MIRA                 ;6;608;991
COIMBRA         ;Mira                       ;SEIXO                         ;6;608;992
COIMBRA         ;Miranda do Corvo           ;LAMAS                         ;6;609;993
COIMBRA         ;Miranda do Corvo           ;MIRANDA DO CORVO              ;6;609;994
COIMBRA         ;Miranda do Corvo           ;UF SEMIDE E RIO VIDE          ;6;609;995
COIMBRA         ;Miranda do Corvo           ;VILA NOVA                     ;6;609;996
COIMBRA         ;Montemor-o-Velho           ;ARAZEDE                       ;6;610;997
COIMBRA         ;Montemor-o-Velho           ;CARAPINHEIRA                  ;6;610;998
COIMBRA         ;Montemor-o-Velho           ;EREIRA                        ;6;610;999
COIMBRA         ;Montemor-o-Velho           ;LICEIA                        ;6;610;1000
COIMBRA         ;Montemor-o-Velho           ;MEAS DO CAMPO                 ;6;610;1001
COIMBRA         ;Montemor-o-Velho           ;PEREIRA                       ;6;610;1002
COIMBRA         ;Montemor-o-Velho           ;SANTO VARAO                   ;6;610;1003
COIMBRA         ;Montemor-o-Velho           ;SEIXO DE GATOES               ;6;610;1004
COIMBRA         ;Montemor-o-Velho           ;TENTUGAL                      ;6;610;1005
COIMBRA         ;Montemor-o-Velho           ;UF ABRUNHEIRA VERRIDE VN BARCA;6;610;1006
COIMBRA         ;Montemor-o-Velho           ;UF MONTEMOR-O-VELHO E GATOES  ;6;610;1007
COIMBRA         ;Oliveira do Hospital       ;ALDEIA DAS DEZ                ;6;611;1008
COIMBRA         ;Oliveira do Hospital       ;ALVOCO DAS VARZEAS            ;6;611;1009
COIMBRA         ;Oliveira do Hospital       ;AVO                           ;6;611;1010
COIMBRA         ;Oliveira do Hospital       ;BOBADELA                      ;6;611;1011
COIMBRA         ;Oliveira do Hospital       ;LAGARES                       ;6;611;1012
COIMBRA         ;Oliveira do Hospital       ;LOUROSA                       ;6;611;1013
COIMBRA         ;Oliveira do Hospital       ;MERUGE                        ;6;611;1014
COIMBRA         ;Oliveira do Hospital       ;NOGUEIRA DO CRAVO             ;6;611;1015
COIMBRA         ;Oliveira do Hospital       ;SAO GIAO                      ;6;611;1016
COIMBRA         ;Oliveira do Hospital       ;SEIXO DA BEIRA                ;6;611;1017
COIMBRA         ;Oliveira do Hospital       ;TRAVANCA DE LAGOS             ;6;611;1018
COIMBRA         ;Oliveira do Hospital       ;UF ERVEDAL VILA FRANCA BEIRA  ;6;611;1019
COIMBRA         ;Oliveira do Hospital       ;UF LAGOS DA BEIRA E LAJEOSA   ;6;611;1020
COIMBRA         ;Oliveira do Hospital       ;UF O HOSPITAL S PAIO GRAMACOS ;6;611;1021
COIMBRA         ;Oliveira do Hospital       ;UF PENALVA ALVA S SBT DA FEIRA;6;611;1022
COIMBRA         ;Oliveira do Hospital       ;UF SANTA OVAIA E V POUCA BEIRA;6;611;1023
COIMBRA         ;Pampilhosa da Serra        ;CABRIL                        ;6;612;1024
COIMBRA         ;Pampilhosa da Serra        ;DORNELAS DO ZEZERE            ;6;612;1025
COIMBRA         ;Pampilhosa da Serra        ;FAJAO-VIDUAL                  ;6;612;1026
COIMBRA         ;Pampilhosa da Serra        ;JANEIRO DE BAIXO              ;6;612;1027
COIMBRA         ;Pampilhosa da Serra        ;PAMPILHOSA DA SERRA           ;6;612;1028
COIMBRA         ;Pampilhosa da Serra        ;PESSEGUEIRO                   ;6;612;1029
COIMBRA         ;Pampilhosa da Serra        ;PORTELA DO FOJO-MACHIO        ;6;612;1030
COIMBRA         ;Pampilhosa da Serra        ;UNHAIS-O-VELHO                ;6;612;1031
COIMBRA         ;Penacova                   ;CARVALHO                      ;6;613;1032
COIMBRA         ;Penacova                   ;FIGUEIRA DE LORVAO            ;6;613;1033
COIMBRA         ;Penacova                   ;LORVAO                        ;6;613;1034
COIMBRA         ;Penacova                   ;PENACOVA                      ;6;613;1035
COIMBRA         ;Penacova                   ;SAZES DO LORVAO               ;6;613;1036
COIMBRA         ;Penacova                   ;UF FRIUMES E PARADELA         ;6;613;1037
COIMBRA         ;Penacova                   ;UF OLIV MONDEGO TRAVAN MONDEGO;6;613;1038
COIMBRA         ;Penacova                   ;UF S PEDRO ALVA S PAIO MONDEGO;6;613;1039
COIMBRA         ;Penela                     ;CUMEEIRA                      ;6;614;1040
COIMBRA         ;Penela                     ;ESPINHAL                      ;6;614;1041
COIMBRA         ;Penela                     ;PODENTES                      ;6;614;1042
COIMBRA         ;Penela                     ;UF S MIGUEL S EUFEMIA RABACAL ;6;614;1043
COIMBRA         ;Soure                      ;ALFARELOS                     ;6;615;1044
COIMBRA         ;Soure                      ;FIGUEIRO DO CAMPO             ;6;615;1045
COIMBRA         ;Soure                      ;GRANJA DO ULMEIRO             ;6;615;1046
COIMBRA         ;Soure                      ;SAMUEL                        ;6;615;1047
COIMBRA         ;Soure                      ;SOURE                         ;6;615;1048
COIMBRA         ;Soure                      ;TAPEUS                        ;6;615;1049
COIMBRA         ;Soure                      ;UF DEGRACIAS E POMBALINHO     ;6;615;1050
COIMBRA         ;Soure                      ;UF GESTEIRA E BRUNHOS         ;6;615;1051
COIMBRA         ;Soure                      ;VILA NOVA DE ANCOS            ;6;615;1052
COIMBRA         ;Soure                      ;VINHA DA RAINHA               ;6;615;1053
COIMBRA         ;Tábua                      ;CANDOSA                       ;6;616;1054
COIMBRA         ;Tábua                      ;CARAPINHA                     ;6;616;1055
COIMBRA         ;Tábua                      ;MIDOES                        ;6;616;1056
COIMBRA         ;Tábua                      ;MOURONHO                      ;6;616;1057
COIMBRA         ;Tábua                      ;POVOA DE MIDOES               ;6;616;1058
COIMBRA         ;Tábua                      ;SAO JOAO DA BOA VISTA         ;6;616;1059
COIMBRA         ;Tábua                      ;TABUA                         ;6;616;1060
COIMBRA         ;Tábua                      ;UF AZERE E COVELO             ;6;616;1061
COIMBRA         ;Tábua                      ;UF COVAS VILA NOVA OLIVEIRINHA;6;616;1062
COIMBRA         ;Tábua                      ;UF ESPARIZ E SINDE            ;6;616;1063
COIMBRA         ;Tábua                      ;UF PINHEIRO COJA MEDA MOUROS  ;6;616;1064
COIMBRA         ;Vila Nova de Poiares       ;ARRIFANA                      ;6;617;1065
COIMBRA         ;Vila Nova de Poiares       ;LAVEGADAS                     ;6;617;1066
COIMBRA         ;Vila Nova de Poiares       ;POIARES (SANTO ANDRE)         ;6;617;1067
COIMBRA         ;Vila Nova de Poiares       ;SAO MIGUEL DE POIARES         ;6;617;1068
EVORA           ;Alandroal                  ;CAPELINS (SANTO ANTONIO)      ;7;701;1069
EVORA           ;Alandroal                  ;SANTIAGO MAIOR                ;7;701;1070
EVORA           ;Alandroal                  ;TERENA (SAO PEDRO)            ;7;701;1071
EVORA           ;Alandroal                  ;UF ALANDROAL MATOS JUROMENHA  ;7;701;1072
EVORA           ;Arraiolos                  ;ARRAIOLOS                     ;7;702;1073
EVORA           ;Arraiolos                  ;IGREJINHA                     ;7;702;1074
EVORA           ;Arraiolos                  ;UF GAFANHOEIRA E SABUGUEIRO   ;7;702;1075
EVORA           ;Arraiolos                  ;UF SAO GREGORIO E SANTA JUSTA ;7;702;1076
EVORA           ;Arraiolos                  ;VIMIEIRO                      ;7;702;1077
EVORA           ;Borba                      ;BORBA (MATRIZ)                ;7;703;1078
EVORA           ;Borba                      ;BORBA (SAO BARTOLOMEU)        ;7;703;1079
EVORA           ;Borba                      ;ORADA                         ;7;703;1080
EVORA           ;Borba                      ;RIO DE MOINHOS                ;7;703;1081
EVORA           ;Estremoz                   ;ARCOS                         ;7;704;1082
EVORA           ;Estremoz                   ;EVORA MONTE (SANTA MARIA)     ;7;704;1083
EVORA           ;Estremoz                   ;GLORIA                        ;7;704;1084
EVORA           ;Estremoz                   ;SAO DOMINGOS DE ANA LOURA     ;7;704;1085
EVORA           ;Estremoz                   ;UF AMEIXIAL                   ;7;704;1086
EVORA           ;Estremoz                   ;UF ESTREMOZ                   ;7;704;1087
EVORA           ;Estremoz                   ;UF S BENTO CORTICO E S ESTEVAO;7;704;1088
EVORA           ;Estremoz                   ;UF S L MAMPORCAO S B ANA LOURA;7;704;1089
EVORA           ;Estremoz                   ;VEIROS                        ;7;704;1090
EVORA           ;Montemor-o-Novo            ;CABRELA                       ;7;706;1091
EVORA           ;Montemor-o-Novo            ;CIBORRO                       ;7;706;1092
EVORA           ;Montemor-o-Novo            ;FOROS DE VALE DE FIGUEIRA     ;7;706;1093
EVORA           ;Montemor-o-Novo            ;SANTIAGO DO ESCOURAL          ;7;706;1094
EVORA           ;Montemor-o-Novo            ;SAO CRISTOVAO                 ;7;706;1095
EVORA           ;Montemor-o-Novo            ;UF CORTICADAS DE LAVRE E LAVRE;7;706;1096
EVORA           ;Montemor-o-Novo            ;UF NS VILA NS BISPO SILVEIRAS ;7;706;1097
EVORA           ;Mora                       ;BROTAS                        ;7;707;1098
EVORA           ;Mora                       ;CABECAO                       ;7;707;1099
EVORA           ;Mora                       ;MORA                          ;7;707;1100
EVORA           ;Mora                       ;PAVIA                         ;7;707;1101
EVORA           ;Mourão                     ;GRANJA                        ;7;708;1102
EVORA           ;Mourão                     ;LUZ                           ;7;708;1103
EVORA           ;Mourão                     ;MOURAO                        ;7;708;1104
EVORA           ;Portel                     ;MONTE DO TRIGO                ;7;709;1105
EVORA           ;Portel                     ;PORTEL                        ;7;709;1106
EVORA           ;Portel                     ;SANTANA                       ;7;709;1107
EVORA           ;Portel                     ;UF AMIEIRA E ALQUEVA          ;7;709;1108
EVORA           ;Portel                     ;UF S BARTOLOMEU OUTEIRO ORIOLA;7;709;1109
